ID,Age,Gender,Marital_Status,Job_Role,Experience_Years,Monthly_Salary_INR,Working_Hours_per_Week,Commute_Time_Hours,Remote_Work,Stress_Level,Health_Issues,Company_Size,Department,Sleep_Hours,Physical_Activity_Hours_per_Week,Mental_Health_Leave_Taken,Manager_Support_Level,Work_Pressure_Level,Annual_Leaves_Taken,Work_Life_Balance,Family_Support_Level,Job_Satisfaction,Performance_Rating,Team_Size,Training_Opportunities,Gender_Bias_Experienced,Discrimination_Experienced,Burnout_Symptoms,Location
1781,28,Male,Divorced,Designer,3.6,51548,45,0.7,No,Medium,None,Large,Engineering,6.5,5,No,Low,High,7,Low,Low,Low,Excellent,7,No,Yes,Yes,Rarely,Kolkata
1782,33,Female,Divorced,Manager,11.1,202622,52,1.6,Yes,High,Arthritis,Small,Engineering,5,3,No,High,High,15,High,Low,Low,Excellent,39,No,Yes,Yes,Often,Delhi
1783,27,Male,Married,Designer,2.3,49908,46,2.6,Partial,Low,None,Small,Marketing,5,5,Yes,Medium,High,12,Medium,Low,Medium,Excellent,10,No,Yes,No,Rarely,Bangalore
1784,31,Other,Married,Designer,6.6,50807,44,1.5,Yes,Medium,Migraine,Small,Engineering,5,4,Yes,Low,Medium,15,High,Medium,High,Good,17,Yes,Yes,No,Rarely,Mumbai
1785,23,Other,Single,Developer,0.8,103281,44,1,No,Medium,Migraine,Large,Operations,6.2,5,No,High,High,17,Medium,Medium,Low,Average,9,Yes,No,Yes,Sometimes,Pune
1786,55,Male,Divorced,CEO,22.9,510022,66,2.9,Partial,High,Arthritis,Large,Operations,5,1,Yes,Medium,High,13,Medium,Low,High,Good,2,Yes,No,Yes,Often,Mumbai
1787,31,Female,Married,Designer,8.3,42498,46,1.4,Partial,Low,None,Medium,Engineering,5.2,4,No,Low,Medium,9,Low,Low,High,Poor,15,No,No,No,Rarely,Pune
1788,30,Male,Divorced,Analyst,8.9,46183,42,0.5,Partial,Low,Migraine,Large,Marketing,5.5,4,Yes,Medium,High,5,Medium,High,Low,Excellent,22,Yes,Yes,Yes,Sometimes,Kolkata
1789,27,Other,Single,Developer,3.6,81275,46,2.4,Partial,Medium,Migraine,Medium,Operations,5.2,5,No,Low,High,17,Low,High,Low,Average,22,No,Yes,No,Sometimes,Mumbai
1790,28,Male,Married,Designer,2.8,44735,43,1.3,Partial,Low,Migraine,Small,HR,6.2,5,Yes,Low,High,6,Low,High,Medium,Excellent,19,No,Yes,Yes,Rarely,Pune
1791,50,Male,Married,CEO,5.4,504163,67,2.9,Partial,Low,Diabetes,Large,Engineering,5,4,No,Medium,High,19,Medium,Low,Medium,Poor,12,No,Yes,No,Often,Mumbai
1792,25,Male,Married,Designer,3,41668,48,0.6,Partial,Low,None,Medium,Engineering,5.5,5,Yes,High,Medium,8,Medium,Medium,High,Poor,24,Yes,No,Yes,Rarely,Hyderabad
1793,47,Other,Married,CEO,23.7,508625,63,0.9,No,High,Back Pain,Large,Marketing,5,1,No,Low,Medium,7,Medium,Low,High,Poor,10,No,Yes,Yes,Often,Hyderabad
1794,29,Male,Married,Analyst,3.2,58247,44,1.8,Partial,Medium,None,Small,HR,5,5,No,Medium,Medium,20,Low,High,High,Poor,6,No,Yes,Yes,Sometimes,Bangalore
1795,27,Other,Single,Developer,3.5,99070,48,2.8,Yes,Low,None,Small,HR,5,5,No,High,Medium,8,Low,High,Low,Poor,46,No,Yes,No,Sometimes,Bangalore
1796,24,Male,Single,Intern,1.1,16460,34,1.3,No,Low,Migraine,Small,Marketing,6.5,5,No,High,Medium,7,Low,High,Medium,Average,12,No,No,Yes,Rarely,Hyderabad
1797,24,Male,Divorced,Intern,1.9,15257,27,1.2,No,Medium,Migraine,Medium,Operations,7.2,4,No,Medium,Medium,6,Medium,High,High,Poor,16,Yes,Yes,No,Rarely,Pune
1798,24,Male,Divorced,Developer,3.2,105358,40,1.5,Yes,Low,Migraine,Medium,Marketing,5.7,5,Yes,Low,Medium,20,Low,Low,Low,Poor,20,No,No,Yes,Sometimes,Delhi
1799,40,Male,Divorced,CEO,8.4,509179,70,0.8,Partial,Low,Diabetes,Medium,Marketing,5,4,Yes,Medium,Medium,10,Low,Low,Medium,Excellent,2,Yes,No,Yes,Often,Kolkata
1800,30,Female,Single,Analyst,5.7,47934,40,2.7,Partial,Medium,Migraine,Medium,Marketing,5,4,Yes,Low,Medium,8,Medium,High,High,Average,49,Yes,No,Yes,Sometimes,Delhi
1801,26,Other,Single,Analyst,4.2,49425,43,0.7,Partial,Low,None,Small,Engineering,5.5,5,Yes,High,High,15,Medium,Medium,Low,Excellent,29,No,Yes,Yes,Sometimes,Hyderabad
1802,30,Female,Divorced,Manager,6.4,204852,55,0.6,No,Medium,None,Large,Operations,5,4,No,Low,Medium,16,Low,High,Low,Excellent,24,Yes,Yes,No,Often,Hyderabad
1803,25,Male,Single,Designer,4.1,51465,49,2.7,Partial,Low,Migraine,Small,Engineering,5,5,No,High,High,20,Low,Medium,High,Average,21,Yes,Yes,Yes,Rarely,Bangalore
1804,30,Female,Married,Developer,6.3,102483,41,1.7,Yes,Medium,Migraine,Small,Marketing,5,4,Yes,Low,High,13,High,High,High,Good,5,Yes,Yes,Yes,Sometimes,Bangalore
1805,30,Female,Divorced,Developer,9.1,110354,47,2.2,Yes,Medium,Migraine,Large,Operations,5,4,No,Low,High,10,Low,Medium,High,Excellent,26,Yes,No,No,Sometimes,Delhi
1806,42,Female,Divorced,CEO,9.7,555999,66,1.1,No,Medium,Hypertension,Large,Marketing,5,4,No,Low,Medium,17,Low,Medium,Low,Excellent,5,No,No,No,Often,Hyderabad
1807,29,Other,Single,Analyst,1.2,47140,42,0.8,Partial,Low,None,Large,Marketing,6.2,5,Yes,Medium,Medium,19,Low,Medium,Low,Good,15,No,No,Yes,Sometimes,Pune
1808,44,Other,Divorced,CEO,8.8,586463,67,1,Partial,Medium,Hypertension,Medium,Marketing,5,4,No,High,Medium,18,Low,Medium,Medium,Excellent,41,Yes,No,No,Often,Hyderabad
1809,22,Other,Married,Intern,0.7,18665,31,1.5,Partial,Low,None,Large,Operations,6.5,5,No,Medium,High,8,Medium,Low,Low,Average,12,No,Yes,No,Rarely,Hyderabad
1810,30,Other,Single,Manager,3.3,210711,58,0.9,No,Low,None,Medium,Marketing,5,5,Yes,Low,Medium,8,Low,High,High,Poor,11,Yes,No,No,Often,Pune
1811,40,Male,Married,Manager,6,205100,57,1.8,Partial,Medium,None,Large,Operations,5,4,No,Low,High,20,Medium,High,High,Excellent,16,No,No,No,Often,Delhi
1812,24,Male,Married,Developer,2.9,89629,44,0.5,Partial,Medium,Migraine,Small,Marketing,6.5,5,No,Low,Medium,12,Low,Medium,High,Excellent,12,No,Yes,Yes,Sometimes,Kolkata
1813,49,Female,Married,CEO,4.2,581359,63,2.6,Yes,Low,Diabetes,Large,HR,5,5,No,Medium,High,10,Medium,Low,Medium,Excellent,10,No,Yes,Yes,Often,Delhi
1814,32,Other,Single,Designer,2.9,50989,42,1.9,Partial,Low,Migraine,Small,Operations,5,5,No,Medium,Medium,6,High,Medium,Low,Poor,19,No,Yes,Yes,Rarely,Bangalore
1815,59,Other,Divorced,CEO,21,554396,66,1,No,High,Back Pain,Medium,Operations,5,1,Yes,Low,Medium,10,Medium,Medium,Medium,Average,39,Yes,No,Yes,Often,Hyderabad
1816,28,Male,Married,Analyst,4.4,45497,44,1.2,No,Medium,Migraine,Medium,Operations,5.5,5,Yes,High,High,18,High,High,Low,Excellent,15,Yes,Yes,No,Sometimes,Hyderabad
1817,28,Male,Single,Developer,5,96726,47,2.3,Partial,Medium,None,Medium,Engineering,5,4,No,High,Medium,17,Medium,Low,Medium,Excellent,7,Yes,No,Yes,Sometimes,Bangalore
1818,36,Male,Divorced,Manager,7.6,271887,50,0.7,Partial,Low,Migraine,Large,Engineering,5,4,No,Medium,Medium,8,High,High,Medium,Good,30,Yes,Yes,Yes,Often,Pune
1819,26,Female,Married,Developer,3.7,85769,48,0.8,Partial,Low,None,Small,HR,6.5,5,No,Medium,High,8,Low,Low,Low,Excellent,24,No,Yes,No,Sometimes,Kolkata
1820,26,Male,Divorced,Designer,1.1,49340,41,2.5,Yes,Low,Migraine,Medium,Marketing,5,5,No,Low,High,6,Low,Medium,Medium,Poor,20,No,Yes,No,Rarely,Bangalore
1821,31,Male,Single,Designer,2.6,48415,48,0.9,Partial,Medium,None,Medium,Engineering,5.2,5,No,Low,High,18,Low,Low,High,Average,25,No,No,Yes,Rarely,Pune
1822,26,Female,Divorced,Analyst,2.1,50905,41,1.3,No,Low,None,Medium,HR,5.5,5,Yes,High,Medium,19,Low,Low,Low,Good,3,No,Yes,Yes,Sometimes,Hyderabad
1823,45,Male,Married,Manager,19.6,276184,50,2,Yes,High,Arthritis,Small,Marketing,5,2,No,Low,Medium,12,High,Medium,High,Average,50,No,Yes,Yes,Often,Bangalore
1824,44,Other,Single,CEO,2.1,529937,67,2.2,Partial,Medium,Back Pain,Medium,Operations,5,5,No,Low,High,10,Low,Medium,Low,Poor,41,Yes,Yes,No,Often,Delhi
1825,20,Male,Divorced,Intern,0.4,19040,28,1.9,Yes,Low,None,Medium,Engineering,6.7,4,No,Low,High,15,Low,Medium,Low,Good,45,Yes,Yes,Yes,Rarely,Delhi
1826,27,Other,Married,Designer,4.6,40854,49,0.6,Partial,Medium,Migraine,Medium,HR,5.5,5,No,High,High,20,High,Medium,High,Excellent,45,Yes,Yes,No,Rarely,Hyderabad
1827,31,Other,Single,Designer,6.1,45319,46,1.1,Partial,Medium,None,Medium,Operations,5,4,Yes,High,High,14,High,High,High,Excellent,10,Yes,Yes,Yes,Rarely,Hyderabad
1828,25,Female,Married,Intern,3.8,15506,27,2.9,Yes,Low,None,Medium,Operations,6.2,3,Yes,Medium,Medium,17,Low,High,Medium,Poor,41,Yes,Yes,No,Rarely,Mumbai
1829,30,Other,Divorced,Developer,2.7,100669,47,2.2,Partial,Low,None,Small,HR,5,5,Yes,Low,Medium,14,Medium,Medium,High,Average,24,No,Yes,No,Sometimes,Delhi
1830,33,Male,Single,Manager,8,280430,54,0.5,No,Low,Migraine,Medium,Operations,5,4,Yes,Medium,Medium,8,Low,High,Medium,Excellent,21,No,Yes,Yes,Often,Pune
1831,31,Other,Single,Manager,4.5,255654,56,2.3,Partial,Low,None,Large,Engineering,5,5,Yes,Medium,High,13,Low,High,High,Poor,19,Yes,Yes,No,Often,Delhi
1832,22,Other,Divorced,Intern,1.8,19016,35,2.9,Partial,Medium,None,Large,Marketing,6.2,4,Yes,Low,Medium,18,Medium,Low,Medium,Poor,33,No,Yes,Yes,Rarely,Mumbai
1833,29,Male,Married,Analyst,5.3,50642,45,2.3,Yes,Low,Migraine,Medium,Operations,5.7,4,No,Medium,High,17,High,Low,Low,Poor,29,No,No,Yes,Sometimes,Delhi
1834,52,Other,Married,CEO,5.7,512463,67,1,No,Low,None,Small,Marketing,5,4,No,Low,High,6,Medium,High,Low,Excellent,34,No,No,No,Often,Pune
1835,22,Male,Married,Intern,0.6,19252,32,2.7,Partial,Medium,Migraine,Large,Marketing,6,5,No,Medium,Medium,6,Low,High,High,Good,26,Yes,Yes,Yes,Rarely,Bangalore
1836,27,Other,Divorced,Designer,2.7,41721,50,2,Yes,Low,Migraine,Small,Marketing,5.7,5,No,Medium,High,6,Medium,High,High,Poor,2,No,Yes,No,Rarely,Delhi
1837,27,Female,Married,Developer,4,119913,47,2,Partial,Medium,Migraine,Small,HR,5.7,5,Yes,Medium,High,18,Low,Medium,High,Poor,22,Yes,Yes,No,Sometimes,Delhi
1838,22,Female,Married,Intern,1.8,16752,30,2,Yes,Low,Migraine,Medium,Engineering,6.7,5,Yes,Medium,Medium,13,High,Low,Low,Poor,29,Yes,Yes,No,Rarely,Delhi
1839,34,Other,Divorced,Designer,4.5,53318,40,1.4,No,Low,None,Medium,HR,5.5,5,Yes,Medium,Medium,12,Low,Medium,Medium,Good,43,No,No,Yes,Rarely,Kolkata
1840,53,Male,Single,CEO,26.5,598012,70,1.3,Partial,High,Back Pain,Small,Engineering,5,1,No,High,High,12,Low,High,Low,Average,13,No,Yes,Yes,Often,Kolkata
1841,30,Other,Divorced,Manager,8.8,273223,57,0.5,Partial,Medium,Migraine,Medium,HR,5,4,No,Medium,High,18,High,High,Low,Excellent,48,Yes,No,No,Often,Hyderabad
1842,22,Other,Single,Developer,1.8,104553,43,1.4,No,Low,None,Small,Engineering,5.5,5,No,Medium,High,18,Medium,Medium,Medium,Poor,27,No,No,No,Sometimes,Hyderabad
1843,49,Female,Married,CEO,25.7,579178,61,1,No,High,Back Pain,Large,Marketing,5,1,Yes,Low,High,14,Medium,High,High,Poor,10,No,No,Yes,Often,Pune
1844,35,Male,Married,Manager,5.6,271688,56,0.6,Partial,Medium,None,Medium,Engineering,5,4,Yes,Low,Medium,9,Medium,Low,Low,Poor,49,Yes,No,Yes,Often,Hyderabad
1845,23,Other,Divorced,Developer,1.4,84466,50,2.1,Yes,Low,Migraine,Small,Engineering,5,5,Yes,High,High,9,Medium,Low,High,Average,2,No,No,No,Sometimes,Bangalore
1846,28,Male,Divorced,Developer,5.3,112112,48,1.2,No,Medium,None,Small,Engineering,6.2,4,No,Medium,Medium,15,Low,Medium,Medium,Good,49,Yes,No,Yes,Sometimes,Pune
1847,23,Female,Divorced,Developer,2,86138,43,2.9,Partial,Low,None,Large,Operations,5.2,5,No,High,High,17,Medium,Medium,Medium,Average,19,No,Yes,Yes,Sometimes,Mumbai
1848,23,Other,Married,Intern,1.9,17209,35,2.3,Partial,Low,Migraine,Small,Operations,6.7,5,No,Low,Medium,9,High,Medium,Low,Good,8,No,No,Yes,Rarely,Delhi
1849,27,Other,Single,Developer,2,99973,48,1.1,No,Low,Migraine,Large,Operations,6.5,5,No,High,High,13,High,High,Low,Poor,44,Yes,Yes,No,Sometimes,Kolkata
1850,27,Other,Married,Designer,5.6,42597,41,1.8,Partial,Low,Migraine,Medium,Engineering,5.7,4,Yes,Medium,Medium,12,Medium,Low,Medium,Poor,3,Yes,Yes,Yes,Rarely,Delhi
1851,33,Female,Single,Manager,1.4,208715,59,1.9,Yes,Low,Migraine,Medium,Engineering,5,5,Yes,Low,High,16,Low,Medium,High,Excellent,21,Yes,Yes,Yes,Often,Bangalore
1852,23,Other,Married,Intern,0.7,16074,30,1.3,No,Low,Migraine,Medium,Engineering,6.5,4,Yes,Low,High,14,High,Medium,Medium,Good,11,No,No,Yes,Rarely,Hyderabad
1853,45,Other,Married,CEO,20.3,576511,68,1.3,No,High,Diabetes,Large,Marketing,5,1,Yes,Medium,High,7,High,Low,Medium,Good,27,No,Yes,Yes,Often,Hyderabad
1854,32,Other,Single,Manager,7.5,261039,60,2.2,Yes,Medium,None,Medium,HR,5,4,Yes,Low,High,14,High,High,High,Average,28,No,Yes,Yes,Often,Mumbai
1855,25,Female,Single,Intern,3.1,15194,34,1.5,Partial,Low,None,Large,HR,7.2,3,No,Low,High,12,High,High,Low,Excellent,4,Yes,Yes,No,Rarely,Pune
1856,28,Male,Single,Analyst,2.6,54951,40,2.4,Yes,Medium,Migraine,Medium,HR,5,5,No,Low,Medium,19,Low,High,High,Average,12,No,No,Yes,Sometimes,Bangalore
1857,52,Male,Married,CEO,24.9,586187,62,2.8,Yes,High,Hypertension,Medium,Marketing,5,1,No,High,High,13,Low,Low,Medium,Average,31,No,No,No,Often,Bangalore
1858,28,Female,Single,Designer,1.6,50669,47,2.3,Yes,Low,None,Medium,Marketing,5.2,5,No,High,High,18,High,High,High,Good,48,No,Yes,Yes,Rarely,Mumbai
1859,29,Female,Single,Analyst,8.4,45324,44,0.7,Partial,Medium,Migraine,Medium,Operations,5.5,4,Yes,Medium,Medium,5,Medium,Medium,Low,Good,18,Yes,No,Yes,Sometimes,Hyderabad
1860,43,Male,Married,Manager,4.2,270239,59,2.9,Yes,Low,Diabetes,Medium,Engineering,5,5,Yes,Medium,High,8,Medium,Low,Medium,Excellent,5,No,No,No,Often,Mumbai
1861,30,Female,Single,Developer,3.9,81646,50,0.8,Partial,Medium,None,Small,Engineering,5.5,5,No,Low,High,10,High,Medium,High,Poor,33,No,No,Yes,Sometimes,Kolkata
1862,35,Female,Divorced,Manager,13.3,231282,53,2.8,Partial,High,Diabetes,Small,HR,5,3,No,Low,High,12,High,Medium,Medium,Good,45,No,No,Yes,Often,Bangalore
1863,31,Other,Married,Analyst,2.3,45449,45,0.8,No,Low,Migraine,Medium,Operations,5.2,5,No,High,Medium,15,Low,Medium,High,Poor,35,No,No,Yes,Sometimes,Pune
1864,22,Other,Divorced,Intern,0.9,17211,30,2.4,Yes,Medium,None,Medium,Operations,6,4,Yes,High,Medium,20,Low,Medium,Low,Excellent,3,No,Yes,Yes,Rarely,Bangalore
1865,33,Other,Married,Analyst,9.3,50144,45,1.5,Partial,Medium,None,Large,Operations,5,4,No,Medium,High,16,Medium,Medium,Medium,Poor,5,No,Yes,No,Sometimes,Bangalore
1866,21,Female,Single,Intern,1,16136,35,1.9,Partial,Medium,Migraine,Medium,Operations,6,4,Yes,Medium,High,6,Low,Low,High,Excellent,14,Yes,Yes,No,Rarely,Bangalore
1867,35,Other,Divorced,Analyst,11.4,58712,42,0.8,No,High,Hypertension,Small,HR,5.2,3,Yes,Medium,Medium,10,High,High,Low,Poor,36,Yes,Yes,Yes,Sometimes,Pune
1868,49,Other,Married,CEO,21.4,590620,68,1.4,No,High,Diabetes,Large,Marketing,5,1,Yes,High,Medium,9,High,Low,Medium,Poor,47,No,No,No,Often,Hyderabad
1869,30,Male,Single,Analyst,5.3,55335,43,1.3,No,Medium,Migraine,Medium,Operations,5,4,Yes,High,High,7,High,High,Medium,Average,35,No,No,Yes,Sometimes,Hyderabad
1870,31,Female,Divorced,Analyst,3.6,46863,40,2.4,Yes,Low,Migraine,Large,Operations,5,5,Yes,Medium,High,9,Low,Low,Low,Average,34,Yes,Yes,No,Sometimes,Bangalore
1871,26,Female,Divorced,Developer,4.3,85193,48,2.6,Partial,Medium,None,Medium,Marketing,5.2,5,No,High,High,9,Low,Low,Low,Average,7,Yes,No,Yes,Sometimes,Mumbai
1872,26,Female,Single,Developer,5.4,108771,40,0.8,Partial,Medium,None,Large,Operations,6.5,4,Yes,Medium,Medium,11,Low,High,Low,Excellent,23,No,Yes,Yes,Sometimes,Kolkata
1873,32,Other,Divorced,Analyst,9.3,59987,44,1,Partial,Medium,Migraine,Small,Engineering,5,4,No,Medium,Medium,15,Medium,High,High,Average,45,No,No,Yes,Sometimes,Hyderabad
1874,28,Male,Married,Developer,4.6,104355,44,0.6,No,Low,None,Medium,Marketing,6.2,5,No,Low,Medium,13,Medium,Medium,High,Poor,22,No,Yes,No,Sometimes,Pune
1875,30,Other,Single,Analyst,1.2,47737,40,2.2,Partial,Medium,None,Large,Marketing,5,5,Yes,Medium,High,15,High,High,High,Good,38,Yes,No,No,Sometimes,Mumbai
1876,52,Male,Married,CEO,23.8,500044,70,2.6,Partial,High,Hypertension,Large,Operations,5,1,Yes,Medium,Medium,15,High,High,High,Average,40,Yes,Yes,Yes,Often,Delhi
1877,22,Male,Married,Developer,1.8,99969,42,3,Partial,Low,Migraine,Medium,Marketing,5.2,5,No,Low,Medium,13,High,Medium,High,Average,21,Yes,No,No,Sometimes,Mumbai
1878,32,Other,Married,Analyst,9.7,46264,40,0.9,Partial,Medium,None,Small,Engineering,5.5,4,No,High,Medium,17,High,Low,Medium,Good,20,No,No,No,Sometimes,Kolkata
1879,30,Female,Single,Analyst,7.7,47372,45,1.2,Partial,Low,Migraine,Small,Engineering,5.5,4,No,Low,Medium,16,High,Medium,High,Average,29,No,Yes,Yes,Sometimes,Kolkata
1880,28,Other,Married,Developer,0.7,102927,45,2.6,Partial,Low,Migraine,Large,HR,5,5,Yes,Medium,High,9,Medium,High,High,Poor,8,No,Yes,No,Sometimes,Bangalore
1881,22,Female,Single,Intern,1.7,17505,26,1.4,No,Medium,None,Small,Engineering,7.2,5,No,High,High,11,Low,Medium,High,Average,32,Yes,No,No,Rarely,Pune
1882,23,Other,Divorced,Intern,2.5,19548,25,0.7,Partial,Low,None,Small,HR,7.2,5,Yes,High,High,11,Medium,Low,Medium,Poor,50,Yes,Yes,Yes,Rarely,Pune
1883,31,Other,Married,Analyst,6.1,58751,43,0.9,No,Medium,Migraine,Large,Marketing,5,4,No,Medium,High,17,Low,Medium,Low,Good,23,Yes,No,No,Sometimes,Hyderabad
1884,26,Female,Single,Developer,1.9,80759,41,2.2,Yes,Low,Migraine,Large,Operations,5.7,5,No,High,Medium,5,High,Low,Low,Excellent,8,No,No,Yes,Sometimes,Delhi
1885,52,Male,Divorced,CEO,20.9,565749,69,2.6,Yes,High,Hypertension,Small,Engineering,5,1,Yes,Medium,Medium,5,High,High,Medium,Average,14,No,Yes,No,Often,Delhi
1886,21,Other,Divorced,Intern,0.6,17153,33,2,Yes,Low,None,Medium,Engineering,6,3,Yes,High,Medium,19,Low,High,Low,Excellent,41,No,Yes,Yes,Rarely,Bangalore
1887,22,Female,Married,Developer,0.6,90086,49,1.2,Partial,Medium,Migraine,Large,HR,6.2,5,Yes,High,High,18,High,High,Medium,Good,27,No,No,No,Sometimes,Pune
1888,23,Male,Single,Developer,0.7,103974,44,0.9,No,Low,Migraine,Large,Marketing,6.2,5,No,Medium,Medium,9,Low,High,Medium,Good,32,Yes,No,Yes,Sometimes,Pune
1889,24,Male,Single,Developer,2.4,80478,48,0.8,Partial,Low,Migraine,Small,HR,5.5,5,Yes,Low,Medium,10,High,High,High,Poor,6,No,No,No,Sometimes,Hyderabad
1890,24,Female,Divorced,Developer,2.9,106732,41,1.7,Yes,Low,Migraine,Medium,Engineering,5.7,5,Yes,High,High,10,Medium,Medium,High,Poor,35,Yes,No,No,Sometimes,Delhi
1891,28,Other,Divorced,Designer,5.4,50003,47,0.8,Partial,Low,Migraine,Medium,HR,6.5,4,No,Low,Medium,15,High,High,High,Good,27,Yes,Yes,Yes,Rarely,Kolkata
1892,33,Other,Divorced,Manager,8.6,248077,56,2.8,Yes,Low,None,Medium,Marketing,5,4,Yes,High,High,7,Medium,Low,High,Excellent,34,Yes,No,No,Often,Bangalore
1893,30,Female,Divorced,Analyst,2,57618,40,2.9,Partial,Low,None,Large,Operations,5,5,Yes,Medium,Medium,14,Low,Low,Low,Average,29,Yes,No,Yes,Sometimes,Mumbai
1894,46,Female,Divorced,CEO,1.8,591062,65,1.3,No,Low,Hypertension,Medium,Marketing,5,5,No,High,Medium,11,High,High,Low,Average,14,Yes,No,Yes,Often,Pune
1895,40,Other,Married,CEO,14.4,588250,68,2.1,Partial,High,Hypertension,Large,HR,5,3,No,Medium,High,19,Medium,High,Low,Poor,2,No,No,Yes,Often,Delhi
1896,21,Male,Single,Intern,0.7,18387,35,1.8,Partial,Medium,None,Large,Operations,6,3,No,High,High,6,Medium,High,Low,Average,44,No,No,No,Rarely,Bangalore
1897,31,Female,Divorced,Manager,5.2,255459,59,1.4,Partial,Low,Migraine,Large,Operations,5,4,No,Medium,Medium,6,High,Medium,Low,Excellent,7,Yes,Yes,Yes,Often,Pune
1898,27,Male,Married,Analyst,3.8,57050,42,0.8,Partial,Medium,None,Large,Marketing,6.5,5,Yes,High,Medium,20,Medium,High,High,Average,44,Yes,No,Yes,Sometimes,Kolkata
1899,31,Other,Married,Analyst,0.8,50925,40,0.7,No,Medium,None,Small,Marketing,5,5,Yes,Low,Medium,20,High,Medium,High,Excellent,29,Yes,Yes,Yes,Sometimes,Hyderabad
1900,59,Other,Divorced,CEO,3.6,586169,69,1.1,Partial,Low,Diabetes,Small,HR,5,5,No,High,High,6,Low,Medium,Medium,Good,41,Yes,No,Yes,Often,Kolkata
1901,42,Female,Single,Manager,5.2,254352,60,1.5,No,Medium,None,Medium,HR,5,4,No,High,Medium,12,High,Medium,Low,Good,20,No,Yes,No,Often,Pune
1902,32,Female,Divorced,Manager,10.1,225110,55,1.2,No,High,Back Pain,Small,Operations,5,3,No,High,High,14,Medium,Medium,Low,Excellent,17,No,Yes,No,Often,Kolkata
1903,29,Female,Divorced,Designer,2.9,49481,48,1.9,Yes,Medium,None,Small,Engineering,5.2,5,Yes,High,Medium,6,High,Medium,High,Average,22,No,No,Yes,Rarely,Mumbai
1904,43,Other,Married,Manager,20,294212,51,2.8,Partial,High,Arthritis,Medium,Engineering,5,1,No,Medium,Medium,10,Medium,Low,Medium,Average,29,No,Yes,No,Often,Delhi
1905,21,Female,Married,Intern,0.9,19608,30,1,No,Low,None,Large,Marketing,6.5,3,Yes,High,High,7,Medium,High,Low,Excellent,21,No,No,Yes,Rarely,Hyderabad
1906,31,Female,Married,Designer,8.1,41493,49,1.1,No,Low,None,Medium,HR,5.5,4,No,Low,Medium,9,Low,Low,Medium,Poor,5,Yes,Yes,Yes,Rarely,Kolkata
1907,21,Male,Divorced,Intern,0.9,18694,26,1.1,Partial,Low,None,Large,Marketing,7.5,5,Yes,Low,High,19,Low,Medium,High,Good,26,Yes,No,Yes,Rarely,Kolkata
1908,26,Other,Divorced,Analyst,2.3,47382,41,2.8,Yes,Medium,Migraine,Small,Marketing,5,5,No,Medium,High,7,Medium,High,High,Good,5,No,No,No,Sometimes,Bangalore
1909,22,Female,Divorced,Intern,1.1,16295,26,1.5,No,Low,Migraine,Small,Operations,6.5,5,Yes,Low,High,15,Low,Medium,High,Average,39,Yes,Yes,Yes,Rarely,Hyderabad
1910,26,Female,Married,Developer,4,82474,48,0.7,No,Medium,Migraine,Small,Operations,6.2,5,Yes,High,High,7,Low,Low,High,Poor,12,No,No,Yes,Sometimes,Pune
1911,31,Other,Divorced,Designer,5.6,43320,41,2.8,Yes,Low,Migraine,Large,Engineering,5,4,No,High,High,19,Low,High,Low,Good,8,Yes,Yes,No,Rarely,Mumbai
1912,38,Male,Single,Manager,8.6,249306,56,1.2,Partial,Low,Migraine,Small,Operations,5,4,Yes,Low,High,9,Medium,Medium,Low,Good,11,Yes,Yes,Yes,Often,Hyderabad
1913,25,Other,Divorced,Designer,1.9,45455,40,1.5,Yes,Low,Migraine,Medium,Engineering,5,5,Yes,Low,High,10,High,Low,Low,Average,32,Yes,Yes,Yes,Rarely,Bangalore
1914,35,Male,Single,Designer,12.1,43570,50,0.5,Partial,High,Back Pain,Large,HR,5,3,Yes,Medium,High,12,Low,High,Medium,Average,32,No,Yes,Yes,Rarely,Hyderabad
1915,21,Female,Single,Intern,0.9,15939,33,1.1,Partial,Medium,None,Small,Marketing,7.2,4,Yes,Medium,High,11,Medium,Low,Medium,Poor,10,No,Yes,No,Rarely,Pune
1916,24,Female,Single,Intern,2.3,17745,30,1.2,Partial,Medium,Migraine,Small,Marketing,7.5,4,Yes,Medium,Medium,7,Medium,Low,High,Poor,15,No,No,No,Rarely,Kolkata
1917,33,Male,Divorced,Analyst,7.9,45651,45,2.2,Partial,Low,None,Large,HR,5,4,No,Low,Medium,17,Low,Medium,High,Excellent,15,No,Yes,Yes,Sometimes,Bangalore
1918,32,Other,Single,Manager,2.1,293807,60,2.5,Partial,Low,Migraine,Medium,Engineering,5,5,No,Low,High,6,High,Low,Medium,Good,49,No,Yes,No,Often,Bangalore
1919,20,Male,Single,Intern,0.4,19838,27,1.7,Yes,Low,None,Medium,Operations,6,3,Yes,Medium,Medium,5,Medium,Medium,Medium,Average,12,No,No,Yes,Rarely,Bangalore
1920,21,Other,Married,Intern,0.6,19896,33,1.7,Partial,Low,Migraine,Large,HR,6,3,Yes,Low,Medium,8,High,Low,Low,Average,27,Yes,Yes,Yes,Rarely,Bangalore
1921,29,Other,Divorced,Designer,1.2,47879,48,2.3,Yes,Low,Migraine,Medium,Engineering,5.2,5,No,Low,High,5,Low,Low,Low,Excellent,35,Yes,No,Yes,Rarely,Mumbai
